,0
1530,#Frequency^^2000-04-28^^2000-04-29
1531,#Legion^^2010-01-21^^2010-01-22
1532,#SonofGod^^2014-02-28^^2014-03-01
1533,#WarRoom^^2015-08-28^^2015-08-29
1534,#ABeautifulDayintheNeighborhood^^2019-09-07^^2019-09-08
1535,#TheLastExorcism^^2010-08-27^^2010-08-28
1536,#Bandits^^2001-10-12^^2001-10-13
1537,#Sanju^^2018-06-29^^2018-06-30
1538,#JerseyBoys^^2014-06-05^^2014-06-06
1539,#StarTrek:Nemesis^^2002-12-13^^2002-12-14
1540,#Boogeyman^^2005-02-04^^2005-02-05
1541,#12Strong^^2018-01-16^^2018-01-17
1542,#TheGirlWhoPlayedwithFire^^2009-09-18^^2009-09-19
1543,#TheDilemma^^2011-01-13^^2011-01-14
1544,"#Lust,Caution^^2007-09-28^^2007-09-29"
1545,#PremRatanDhanPayo^^2015-11-11^^2015-11-12
1546,#Skyline^^2010-11-11^^2010-11-12
1547,#TheGiver^^2014-08-11^^2014-08-12
1548,#WhenaStrangerCalls^^2006-02-03^^2006-02-04
1549,#WhiteSnake^^2019-01-11^^2019-01-12
1550,#Madea'sWitnessProtection^^2012-06-29^^2012-06-30
1551,#Selma^^2014-12-25^^2014-12-26
1552,#NotAnotherTeenMovie^^2001-12-07^^2001-12-08
1553,"#Love,Simon^^2018-02-16^^2018-02-17"
1554,#Mile22^^2018-08-16^^2018-08-17
1555,#War^^2019-10-02^^2019-10-03
1556,#Searching^^2018-08-24^^2018-08-25
1557,#AmericanAssassin^^2017-09-14^^2017-09-15
1558,#AugustRush^^2007-11-21^^2007-11-22
1559,#HerbieFullyLoaded^^2005-06-22^^2005-06-23
1560,#BadCompany^^2002-06-07^^2002-06-08
1561,#FlagsofOurFathers^^2006-10-18^^2006-10-19
1562,#StuckonYou^^2003-12-10^^2003-12-11
1563,#SweetNovember^^2001-02-16^^2001-02-17
1564,#TaketheLead^^2006-03-17^^2006-03-18
1565,#16Blocks^^2006-03-01^^2006-03-02
1566,#TheAgeofAdaline^^2015-04-16^^2015-04-17
1567,#BenvenutialSud^^2010-10-01^^2010-10-02
1568,#StreetKings^^2008-04-10^^2008-04-11
1569,#MatchstickMen^^2003-09-01^^2003-09-02
1570,#Taxi3^^2003-01-29^^2003-01-30
1571,#TakingLives^^2004-03-19^^2004-03-20
1572,#TheAmerican^^2010-08-31^^2010-09-01
1573,#Underdog^^2007-08-03^^2007-08-04
1574,#TheNutJob2:NuttybyNature^^2017-08-11^^2017-08-12
1575,#SomethingBorrowed^^2011-05-05^^2011-05-06
1576,#Barbershop2:BackinBusiness^^2004-01-20^^2004-01-21
1577,#Moonlight^^2016-10-21^^2016-10-22
1578,#Capernaum^^2018-10-06^^2018-10-07
1579,#TheBankJob^^2008-02-28^^2008-02-29
1580,#SpaceChimps^^2008-07-17^^2008-07-18
1581,#TheDarkestHour^^2011-12-22^^2011-12-23
1582,#HotTubTimeMachine^^2010-03-26^^2010-03-27
1583,#MonsterTrucks^^2016-12-26^^2016-12-27
1584,#Miracle^^2004-02-06^^2004-02-07
1585,#KissoftheDragon^^2001-07-06^^2001-07-07
1586,#Fences^^2016-12-16^^2016-12-17
1587,#TheImaginariumofDoctorParnassus^^2009-10-01^^2009-10-02
1588,#Zathura:ASpaceAdventure^^2005-11-06^^2005-11-07
1589,#Jackass:TheMovie^^2002-10-21^^2002-10-22
1590,#IsleofDogs^^2018-03-23^^2018-03-24
1591,#28WeeksLater^^2007-04-26^^2007-04-27
1592,#TheHouseofMagic^^2013-12-24^^2013-12-25
1593,#TheDanishGirl^^2015-01-01^^2015-01-02
1594,#TheBoy^^2016-01-22^^2016-01-23
1595,#TheLazarusEffect^^2015-01-29^^2015-01-30
1596,#TheGrandmaster^^2013-01-10^^2013-01-11
1597,#BabyMama^^2008-04-25^^2008-04-26
1598,#Hanna^^2011-04-07^^2011-04-08
1599,#HighCrimes^^2002-04-05^^2002-04-06
1600,"#Hail,Caesar!^^2016-02-05^^2016-02-06"
1601,#Footloose^^2011-10-06^^2011-10-07
1602,#ConantheBarbarian^^2011-08-17^^2011-08-18
1603,#BeginAgain^^2013-09-07^^2013-09-08
1604,#SideEffects^^2013-02-07^^2013-02-08
1605,#TheHost^^2013-03-22^^2013-03-23
1606,#LionsforLambs^^2007-10-22^^2007-10-23
1607,#JeepersCreepers2^^2003-08-08^^2003-08-09
1608,#TheLongestRide^^2015-04-09^^2015-04-10
1609,#Unfriended^^2015-04-17^^2015-04-18
1610,#Piglet'sBigMovie^^2003-03-16^^2003-03-17
1611,#TheMountainBetweenUs^^2017-10-05^^2017-10-06
1612,#Inkheart^^2008-12-11^^2008-12-12
1613,#TheNiceGuys^^2016-05-15^^2016-05-16
1614,#TheReaping^^2007-04-05^^2007-04-06
1615,#Honey^^2003-11-24^^2003-11-25
1616,#RunnerRunner^^2013-09-24^^2013-09-25
1617,#SnowDay^^2000-02-11^^2000-02-12
1618,#YearOne^^2009-06-18^^2009-06-19
1619,#TwoBrothers^^2004-04-07^^2004-04-08
1620,#CaptainCorelli'sMandolin^^2001-04-18^^2001-04-19
1621,#Brooklyn^^2015-10-20^^2015-10-21
1622,#SnakesonaPlane^^2006-08-06^^2006-08-07
1623,#ChennaiExpress^^2013-08-08^^2013-08-09
1624,#Enthiran^^2010-10-01^^2010-10-02
1625,#Krampus^^2015-11-26^^2015-11-27
1626,#DragonBallZ:Resurrection'F'^^2015-04-18^^2015-04-19
1627,#Valiant^^2005-03-25^^2005-03-26
1628,#LifeoftheParty^^2018-05-10^^2018-05-11
1629,#R.I.P.D.^^2013-07-18^^2013-07-19
1630,"#Everything,Everything^^2017-05-18^^2017-05-19"
1631,#WomaninGold^^2015-03-20^^2015-03-21
1632,#FunnyPeople^^2009-07-31^^2009-08-01
1633,#AftertheSunset^^2004-11-12^^2004-11-13
1634,#TheLegendofHercules^^2014-01-10^^2014-01-11
1635,#FridayNightLights^^2004-10-08^^2004-10-09
1636,#TheWalk^^2015-09-30^^2015-10-01
1637,#Crossroads^^2002-02-15^^2002-02-16
1638,#TheShaggyDog^^2006-03-09^^2006-03-10
1639,#FromUponPoppyHill^^2011-07-16^^2011-07-17
1640,#Dilwale^^2015-12-18^^2015-12-19
1641,#Colombiana^^2011-07-27^^2011-07-28
1642,#MissiontoMars^^2000-03-10^^2000-03-11
1643,#Snatched^^2017-05-03^^2017-05-04
1644,#Zoolander^^2001-09-28^^2001-09-29
1645,#AHistoryofViolence^^2005-09-23^^2005-09-24
1646,#(500)DaysofSummer^^2009-07-17^^2009-07-18
1647,#Kick-Ass2^^2013-07-17^^2013-07-18
1648,#MarieAntoinette^^2006-05-24^^2006-05-25
1649,#NinjaAssassin^^2009-09-29^^2009-09-30
1650,#21Grams^^2003-03-05^^2003-03-06
1651,#Monster^^2003-12-24^^2003-12-25
1652,#TheGhostWriter^^2010-02-12^^2010-02-13
1653,#ThePerfectGuy^^2015-09-11^^2015-09-12
1654,#Secretariat^^2010-08-20^^2010-08-21
1655,#TheInternational^^2009-02-03^^2009-02-04
1656,#AHauntedHouse^^2013-01-11^^2013-01-12
1657,#WhyDidIGetMarriedToo?^^2010-04-02^^2010-04-03
1658,#BeautifulCreatures^^2013-02-13^^2013-02-14
1659,#KeepingtheFaith^^2000-04-14^^2000-04-15
1660,#TheGoodShepherd^^2006-12-11^^2006-12-12
1661,#NextFriday^^2000-01-12^^2000-01-13
1662,#TheNutcrackerandtheFourRealms^^2018-10-26^^2018-10-27
1663,#Quartet^^2012-09-08^^2012-09-09
1664,#TheFlintstonesinVivaRockVegas^^2000-04-28^^2000-04-29
1665,#RockofAges^^2012-06-13^^2012-06-14
1666,#OneDay^^2011-03-02^^2011-03-03
1667,#Molly'sGame^^2017-01-01^^2017-01-02
1668,#JeepersCreepers^^2001-07-01^^2001-07-02
1669,#ColdPursuit^^2019-02-07^^2019-02-08
1670,#GoodLuckChuck^^2007-09-21^^2007-09-22
1671,#TheGift^^2015-07-30^^2015-07-31
1672,#UndertheTuscanSun^^2003-09-20^^2003-09-21
1673,#AgentCodyBanks^^2003-03-14^^2003-03-15
1674,#MorningGlory^^2010-11-10^^2010-11-11
1675,#Skiptrace^^2016-07-21^^2016-07-22
1676,#MustLoveDogs^^2005-07-21^^2005-07-22
1677,#Doom^^2005-10-20^^2005-10-21
1678,#That'sMyBoy^^2012-06-14^^2012-06-15
1679,#SkyCaptainandtheWorldofTomorrow^^2004-09-17^^2004-09-18
1680,#RedEye^^2005-08-04^^2005-08-05
1681,#AliensintheAttic^^2009-07-31^^2009-08-01
1682,#NineLives^^2016-08-03^^2016-08-04
1683,#KillerElite^^2011-09-23^^2011-09-24
1684,#ReadyorNot^^2019-08-21^^2019-08-22
1685,#Drumline^^2002-12-13^^2002-12-14
1686,#DragonballEvolution^^2009-03-12^^2009-03-13
1687,#Derailed^^2005-11-11^^2005-11-12
1688,#ThePhysician^^2013-12-25^^2013-12-26
1689,#Madea'sFamilyReunion^^2006-02-24^^2006-02-25
1690,#WalkingTall^^2004-04-02^^2004-04-03
1691,#Smokin'Aces^^2006-12-09^^2006-12-10
1692,#TheMist^^2007-11-21^^2007-11-22
1693,#The15:17toParis^^2018-02-02^^2018-02-03
1694,#TheDescent^^2005-07-08^^2005-07-09
1695,#AlltheMoneyintheWorld^^2017-12-21^^2017-12-22
1696,#ShanghaiNoon^^2000-05-26^^2000-05-27
1697,#MurderbyNumbers^^2002-04-19^^2002-04-20
1698,#Elektra^^2005-01-13^^2005-01-14
1699,#Cradle2theGrave^^2003-02-28^^2003-03-01
1700,#Cellular^^2004-09-06^^2004-09-07
1701,#15Minutes^^2001-03-01^^2001-03-02
1702,#TheEye^^2008-02-01^^2008-02-02
1703,#LuckyNumberSlevin^^2006-02-24^^2006-02-25
1704,#TheBigSick^^2017-03-30^^2017-03-31
1705,#Frida^^2002-08-29^^2002-08-30
1706,#IntotheWild^^2007-09-11^^2007-09-12
1707,#EasternPromises^^2007-09-14^^2007-09-15
1708,#ConfidentialAssignment^^2017-01-18^^2017-01-19
1709,#Kicking&Screaming^^2005-05-13^^2005-05-14
1710,#RememberMe^^2010-03-12^^2010-03-13
1711,#TheOddLifeofTimothyGreen^^2012-08-15^^2012-08-16
1712,#BajiraoMastani^^2015-12-18^^2015-12-19
1713,#Zoolander2^^2016-02-06^^2016-02-07
1714,#DallasBuyersClub^^2013-11-17^^2013-11-18
1715,#PayItForward^^2000-10-20^^2000-10-21
1716,#TheIronyofFate.TheSequel^^2007-12-21^^2007-12-22
1717,#CopOut^^2010-02-26^^2010-02-27
1718,#TheLizzieMcGuireMovie^^2003-05-02^^2003-05-03
1719,#OutofTime^^2003-10-03^^2003-10-04
1720,#KabirSingh^^2019-06-20^^2019-06-21
1721,#RugratsGoWild^^2003-06-13^^2003-06-14
1722,#TheMothmanProphecies^^2002-01-25^^2002-01-26
1723,#ExtremelyLoud&IncrediblyClose^^2011-12-24^^2011-12-25
1724,#WhyDidIGetMarried?^^2007-10-12^^2007-10-13
1725,#TheAntBully^^2006-07-28^^2006-07-29
1726,#TheMessengers^^2007-02-02^^2007-02-03
1727,#Spanglish^^2004-12-17^^2004-12-18
1728,#Barbershop:TheNextCut^^2016-04-15^^2016-04-16
1729,#Downsizing^^2017-12-22^^2017-12-23
1730,#AnalyzeThat^^2002-12-06^^2002-12-07
1731,#Saaho^^2019-08-29^^2019-08-30
1732,#Kick^^2014-07-25^^2014-07-26
1733,#TheCrazies^^2010-02-26^^2010-02-27
1734,#WeOwntheNight^^2007-10-09^^2007-10-10
1735,#St.Vincent^^2014-10-09^^2014-10-10
1736,#TheThreeStooges^^2012-04-13^^2012-04-14
1737,#Driven^^2001-04-27^^2001-04-28
1738,#ThePunisher^^2004-04-15^^2004-04-16
1739,#TheTreeofLife^^2011-05-18^^2011-05-19
1740,#OpenWater^^2003-12-29^^2003-12-30
1741,"#GoodNight,andGoodLuck.^^2005-09-16^^2005-09-17"
1742,#Milk^^2008-11-05^^2008-11-06
1743,#NoEscape^^2015-08-26^^2015-08-27
1744,#DomesticDisturbance^^2001-10-28^^2001-10-29
1745,"#I,Tonya^^2017-12-08^^2017-12-09"
1746,#TheFive-YearEngagement^^2012-04-27^^2012-04-28
1747,#LongShot^^2019-05-02^^2019-05-03
1748,#NoGoodDeed^^2014-09-10^^2014-09-11
1749,#Nine^^2009-12-03^^2009-12-04
1750,#Bombshell^^2019-12-13^^2019-12-14
1751,#Lawless^^2012-08-29^^2012-08-30
1752,#StrangerThanFiction^^2006-09-09^^2006-09-10
1753,#EarlyMan^^2018-01-26^^2018-01-27
1754,#AMadeaChristmas^^2013-12-13^^2013-12-14
1755,#ÆonFlux^^2005-11-30^^2005-12-01
1756,#FinalDestination^^2000-03-17^^2000-03-18
1757,#Radio^^2003-10-24^^2003-10-25
1758,#Madea'sBigHappyFamily^^2011-04-22^^2011-04-23
1759,#WelcometotheSticks^^2008-02-20^^2008-02-21
1760,#PitchBlack^^2000-02-18^^2000-02-19
1761,#AWalkAmongtheTombstones^^2014-09-18^^2014-09-19
1762,#TheAgeofShadows^^2016-09-07^^2016-09-08
1763,#BigFatLiar^^2002-02-08^^2002-02-09
1764,#Pooh'sHeffalumpMovie^^2005-02-11^^2005-02-12
1765,#Sinister2^^2015-08-19^^2015-08-20
1766,#FromPariswithLove^^2010-02-04^^2010-02-05
1767,#Untraceable^^2008-01-22^^2008-01-23
1768,#3DaystoKill^^2014-02-14^^2014-02-15
1769,#TheRoommate^^2011-02-04^^2011-02-05
1770,#Wild^^2014-01-16^^2014-01-17
1771,#TheBoyNextDoor^^2015-01-23^^2015-01-24
1772,#DolphinTale2^^2014-09-11^^2014-09-12
1773,#TheNightBefore^^2015-11-20^^2015-11-21
1774,#HindiMedium^^2017-05-18^^2017-05-19
1775,#Dragonfly^^2002-02-22^^2002-02-23
1776,#SilentHill:Revelation3D^^2012-10-10^^2012-10-11
1777,#OneHourPhoto^^2002-08-21^^2002-08-22
1778,#TheFinestHours^^2016-01-25^^2016-01-26
1779,#Elizabethtown^^2005-10-06^^2005-10-07
1780,#HangingUp^^2000-02-16^^2000-02-17
1781,#BlueCrush^^2002-08-08^^2002-08-09
1782,#Enough^^2002-05-21^^2002-05-22
1783,#TheTexasChainsawMassacre:TheBeginning^^2006-10-06^^2006-10-07
1784,#Ma^^2019-05-29^^2019-05-30
1785,#IFeelPretty^^2018-04-19^^2018-04-20
1786,#DetectiveDeeandtheMysteryofthePhantomFlame^^2010-09-18^^2010-09-19
1787,#HotPursuit^^2015-05-08^^2015-05-09
1788,#CollegeRoadTrip^^2008-03-07^^2008-03-08
1789,#Daybreakers^^2009-10-01^^2009-10-02
1790,#ISpy^^2002-10-31^^2002-11-01
1791,#DeliveryMan^^2013-10-10^^2013-10-11
1792,#Defiance^^2008-12-31^^2009-01-01
1793,#TheNextThreeDays^^2010-11-18^^2010-11-19
1794,#HollywoodHomicide^^2003-06-09^^2003-06-10
1795,#TheMechanic^^2011-01-13^^2011-01-14
1796,#Hoodwinked!^^2005-12-16^^2005-12-17
1797,#MagicintheMoonlight^^2014-07-25^^2014-07-26
1798,#Vishwaroopam^^2013-01-25^^2013-01-26
1799,#EkThaTiger^^2012-08-15^^2012-08-16
1800,#TeamAmerica:WorldPolice^^2004-01-14^^2004-01-15
1801,#Doubt^^2008-02-27^^2008-02-28
1802,#Unleashed^^2005-02-02^^2005-02-03
1803,#SnowBuddies^^2008-02-05^^2008-02-06
1804,#WhataGirlWants^^2003-03-27^^2003-03-28
1805,#DeathNote:TheLastName^^2006-10-28^^2006-10-29
1806,#MeetDave^^2008-07-08^^2008-07-09
1807,#PatriotsDay^^2016-12-12^^2016-12-13
1808,#AlphaandOmega^^2010-09-17^^2010-09-18
1809,#JustMercy^^2019-12-25^^2019-12-26
1810,#RedTails^^2012-01-19^^2012-01-20
1811,#Concussion^^2015-11-12^^2015-11-13
1812,#NightWatch^^2004-06-27^^2004-06-28
1813,#K-PAX^^2001-10-22^^2001-10-23
1814,#Nightcrawler^^2014-10-23^^2014-10-24
1815,#TheReplacements^^2000-08-07^^2000-08-08
1816,#UncutGems^^2019-08-30^^2019-08-31
1817,#TheWomen^^2008-09-12^^2008-09-13
1818,#TheSwitch^^2010-05-11^^2010-05-12
1819,#She'sOutofMyLeague^^2010-03-11^^2010-03-12
1820,#RaisingHelen^^2004-05-27^^2004-05-28
1821,#Australia^^2008-11-18^^2008-11-19
1822,#NotesonaScandal^^2006-12-25^^2006-12-26
1823,#1987:WhentheDayComes^^2017-12-27^^2017-12-28
1824,#Entourage^^2015-06-03^^2015-06-04
1825,#TheHurtLocker^^2008-10-10^^2008-10-11
1826,#OperationChromite^^2016-07-27^^2016-07-28
1827,#TheBlackDahlia^^2006-09-15^^2006-09-16
1828,#BeautyandtheBeast^^2014-02-12^^2014-02-13
1829,#Capote^^2005-09-30^^2005-10-01
1830,#BreakingIn^^2018-05-05^^2018-05-06
1831,#DeathataFuneral^^2010-04-15^^2010-04-16
1832,#AboutLastNight^^2014-02-14^^2014-02-15
1833,#WaroftheArrows^^2011-08-10^^2011-08-11
1834,#TheBerlinFile^^2013-01-30^^2013-01-31
1835,#FlorenceFosterJenkins^^2016-05-06^^2016-05-07
1836,#Peppermint^^2018-09-06^^2018-09-07
1837,#MenofHonor^^2000-09-13^^2000-09-14
1838,#Mother'sDay^^2016-04-28^^2016-04-29
1839,#BlacKkKlansman^^2018-07-30^^2018-07-31
1840,#HowDoYouKnow^^2010-12-17^^2010-12-18
1841,#HOUBA!OntheTrailoftheMarsupilami^^2012-04-03^^2012-04-04
1842,#FatAlbert^^2004-12-12^^2004-12-13
1843,#DateMovie^^2006-02-17^^2006-02-18
1844,#LittleWhiteLies^^2010-10-20^^2010-10-21
1845,#LoganLucky^^2017-08-17^^2017-08-18
1846,#9^^2009-08-19^^2009-08-20
1847,#Boo2!AMadeaHalloween^^2017-10-20^^2017-10-21
1848,#CharlieSt.Cloud^^2010-05-01^^2010-05-02
1849,#EndofWatch^^2012-09-20^^2012-09-21
1850,#21&Over^^2013-03-01^^2013-03-02
1851,#TheLastKingofScotland^^2006-01-12^^2006-01-13
1852,#Countdown^^2019-10-24^^2019-10-25
1853,#Sunny^^2011-05-04^^2011-05-05
1854,#Midsommar^^2019-07-03^^2019-07-04
1855,#TheNannyDiaries^^2007-08-24^^2007-08-25
1856,#PhantomThread^^2017-12-25^^2017-12-26
1857,#TheFourthKind^^2009-11-06^^2009-11-07
1858,#ScottPilgrimvs.theWorld^^2010-08-12^^2010-08-13
1859,#Precious^^2009-11-06^^2009-11-07
1860,#AWalktoRemember^^2002-01-25^^2002-01-26
1861,#CrazyHeart^^2009-12-16^^2009-12-17
1862,#AlmostFamous^^2000-09-15^^2000-09-16
1863,#Heartbreaker^^2010-03-17^^2010-03-18
1864,#Her^^2013-12-18^^2013-12-19
1865,#AMonsterCalls^^2016-01-01^^2016-01-02
1866,#DecktheHalls^^2006-11-22^^2006-11-23
1867,#TheWeddingDate^^2005-02-04^^2005-02-05
1868,#HighFidelity^^2000-03-17^^2000-03-18
1869,#TheWailing^^2016-05-12^^2016-05-13
1870,#SoulSurfer^^2011-04-08^^2011-04-09
1871,#21Bridges^^2019-10-24^^2019-10-25
1872,#Dracula2000^^2000-12-22^^2000-12-23
1873,#Looper^^2012-09-26^^2012-09-27
1874,#LandoftheDead^^2005-06-24^^2005-06-25
1875,#Hachi:ADog'sTale^^2009-06-13^^2009-06-14
1876,#BrokenFlowers^^2005-08-05^^2005-08-06
1877,#Queen&Slim^^2019-11-27^^2019-11-28
1878,#Torque^^2004-01-16^^2004-01-17
1879,#FantasticMr.Fox^^2009-10-23^^2009-10-24
1880,#GetRichorDieTryin'^^2005-11-09^^2005-11-10
1881,#Dhoom2^^2006-11-24^^2006-11-25
1882,#TheSonofBigfoot^^2017-07-26^^2017-07-27
1883,#AnInconvenientTruth^^2006-05-24^^2006-05-25
1884,#ManonaLedge^^2012-01-13^^2012-01-14
1885,#Parker^^2013-01-23^^2013-01-24
1886,#TheFog^^2005-10-14^^2005-10-15
1887,#EddietheEagle^^2016-02-26^^2016-02-27
1888,#NapoleonDynamite^^2004-06-11^^2004-06-12
1889,#TheWorld'sEnd^^2013-07-18^^2013-07-19
1890,#Risen^^2016-02-18^^2016-02-19
1891,#YehJawaaniHaiDeewani^^2013-05-31^^2013-06-01
1892,#Chef^^2014-05-08^^2014-05-09
1893,#EightLeggedFreaks^^2002-07-17^^2002-07-18
1894,#Arthur^^2011-04-08^^2011-04-09
1895,#Brooklyn'sFinest^^2009-01-16^^2009-01-17
1896,#TheDebt^^2010-09-30^^2010-10-01
1897,#TheTiggerMovie^^2000-02-11^^2000-02-12
1898,#QueenoftheDamned^^2002-02-10^^2002-02-11
1899,#Push^^2009-02-04^^2009-02-05
1900,#EarthtoEcho^^2014-06-14^^2014-06-15
1901,#TheSpyNextDoor^^2010-01-15^^2010-01-16
1902,#BlairWitch^^2016-09-15^^2016-09-16
1903,#Flatliners^^2017-09-28^^2017-09-29
1904,#RoughNight^^2017-06-15^^2017-06-16
1905,#WindRiver^^2017-08-03^^2017-08-04
1906,#AllEyezonMe^^2017-06-12^^2017-06-13
1907,#Monster'sBall^^2001-06-07^^2001-06-08
1908,#GrudgeMatch^^2013-12-25^^2013-12-26
1909,#Child'sPlay^^2019-06-19^^2019-06-20
1910,#RedDawn^^2012-03-15^^2012-03-16
1911,#TheWrestler^^2008-09-07^^2008-09-08
1912,#Hellboy^^2019-04-10^^2019-04-11
1913,#mother!^^2017-09-13^^2017-09-14
1914,#Recess:School'sOut^^2001-01-27^^2001-01-28
1915,#IntotheBlue^^2005-09-30^^2005-10-01
1916,#PlayingwithFire^^2019-11-08^^2019-11-09
1917,#TheSisterhoodoftheTravelingPants2^^2008-08-06^^2008-08-07
1918,#AManApart^^2003-04-04^^2003-04-05
1919,#Boyhood^^2014-06-05^^2014-06-06
1920,#HouseattheEndoftheStreet^^2012-09-21^^2012-09-22
1921,#47MetersDown^^2017-05-25^^2017-05-26
1922,#Machete^^2010-09-01^^2010-09-02
1923,#Oculus^^2014-04-03^^2014-04-04
1924,#TheInternship^^2013-06-07^^2013-06-08
1925,#Max^^2015-06-26^^2015-06-27
1926,#Timeline^^2003-11-26^^2003-11-27
1927,#TheTransporter^^2002-10-02^^2002-10-03
1928,#StillAlice^^2014-12-05^^2014-12-06
1929,#CaféSociety^^2016-05-11^^2016-05-12
1930,#WelcomeHomeRoscoeJenkins^^2008-02-08^^2008-02-09
1931,#WeAreMarshall^^2006-12-12^^2006-12-13
1932,#TheDUFF^^2015-02-20^^2015-02-21
1933,#TheGirlWhoKickedtheHornet'sNest^^2009-11-27^^2009-11-28
1934,#Harold&KumarEscapefromGuantanamoBay^^2008-04-25^^2008-04-26
1935,#Brothers^^2009-01-22^^2009-01-23
1936,#TheDuchess^^2008-09-05^^2008-09-06
1937,#LeagueofGods^^2016-07-28^^2016-07-29
1938,#TheSnowman^^2017-10-12^^2017-10-13
1939,#Beastly^^2011-01-21^^2011-01-22
1940,#Annihilation^^2018-02-22^^2018-02-23
1941,#TheManfromNowhere^^2010-08-04^^2010-08-05
1942,#Homefront^^2013-11-12^^2013-11-13
1943,#WheninRome^^2010-01-29^^2010-01-30
1944,#Kokowääh^^2011-02-02^^2011-02-03
1945,#Legend^^2015-09-09^^2015-09-10
1946,#Crank^^2006-08-31^^2006-09-01
1947,#Snitch^^2013-02-21^^2013-02-22
1948,#ALotLikeLove^^2005-04-22^^2005-04-23
1949,#Basic^^2003-04-18^^2003-04-19
1950,#ShaolinSoccer^^2001-07-12^^2001-07-13
1951,#WouldILietoYou?2^^2001-02-07^^2001-02-08
1952,#TheGallows^^2015-07-10^^2015-07-11
1953,#BangkokDangerous^^2008-08-21^^2008-08-22
1954,#AlmostChristmas^^2016-11-11^^2016-11-12
1955,#LovetheCoopers^^2015-11-12^^2015-11-13
1956,#MyNameIsKhan^^2010-02-11^^2010-02-12
1957,#LovingVincent^^2017-06-22^^2017-06-23
1958,#ZackandMiriMakeaPorno^^2008-09-18^^2008-09-19
1959,#OliverTwist^^2005-09-23^^2005-09-24
1960,#TheSalvation^^2014-05-22^^2014-05-23
1961,#T2Trainspotting^^2017-01-27^^2017-01-28
1962,#AGoodYear^^2006-09-09^^2006-09-10
1963,#GoingtheDistance^^2010-08-27^^2010-08-28
1964,#TheGuiltTrip^^2012-12-19^^2012-12-20
1965,#AliensvsPredator:Requiem^^2007-12-25^^2007-12-26
1966,#Overlord^^2018-11-01^^2018-11-02
1967,#Mr.Brooks^^2007-06-01^^2007-06-02
1968,#NeverBackDown^^2008-03-04^^2008-03-05
1969,#UndercoverBrother^^2002-05-31^^2002-06-01
1970,#TheHours^^2002-12-27^^2002-12-28
1971,#Wimbledon^^2004-09-13^^2004-09-14
1972,#TheGreatBattle^^2018-09-19^^2018-09-20
1973,#GridironGang^^2006-09-15^^2006-09-16
1974,#OfGodsandMen^^2010-05-18^^2010-05-19
1975,#FlyMetotheMoon^^2008-08-15^^2008-08-16
1976,#WhaleRider^^2003-01-30^^2003-01-31
1977,#TheLadyintheVan^^2015-11-13^^2015-11-14
1978,#RickiandtheFlash^^2015-07-10^^2015-07-11
1979,#Pinocchio^^2002-10-11^^2002-10-12
1980,#Leatherheads^^2008-03-24^^2008-03-25
1981,#ThisIsWhereILeaveYou^^2014-09-10^^2014-09-11
1982,#ManoftheYear^^2006-10-09^^2006-10-10
1983,#FreedomWriters^^2007-01-05^^2007-01-06
1984,#TheDarkestMinds^^2018-07-25^^2018-07-26
1985,#FistFight^^2017-02-16^^2017-02-17
1986,#CallMebyYourName^^2017-09-01^^2017-09-02
1987,#Dredd^^2012-09-07^^2012-09-08
1988,#ThePossessionofHannahGrace^^2018-11-29^^2018-11-30
1989,#JohnTuckerMustDie^^2006-07-27^^2006-07-28
1990,#FrightNight^^2011-08-18^^2011-08-19
1991,#Aiyaary^^2018-02-16^^2018-02-17
1992,#GabbarIsBack^^2015-05-01^^2015-05-02
1993,#WouldILietoYou?3^^2012-01-31^^2012-02-01
1994,#Quarantine^^2008-10-10^^2008-10-11
1995,#TheLoveGuru^^2008-06-20^^2008-06-21
1996,#Gamer^^2009-09-03^^2009-09-04
1997,#30MinutesorLess^^2011-08-11^^2011-08-12
1998,#Holmes&Watson^^2018-12-25^^2018-12-26
1999,#War^^2007-08-24^^2007-08-25
2000,#TheWitch^^2015-11-11^^2015-11-12
2001,#Safe^^2012-04-16^^2012-04-17
2002,#Gifted^^2017-04-12^^2017-04-13
2003,#BadEducation^^2004-03-19^^2004-03-20
2004,#Hardball^^2001-09-14^^2001-09-15
2005,#DiaryofaWimpyKid:TheLongHaul^^2017-05-19^^2017-05-20
2006,#AllAboutSteve^^2009-03-19^^2009-03-20
2007,"#AsAbove,SoBelow^^2014-08-14^^2014-08-15"
2008,#DancerintheDark^^2000-05-17^^2000-05-18
2009,#Andhadhun^^2018-10-05^^2018-10-06
2010,#ChakDe!India^^2007-08-10^^2007-08-11
2011,#Memento^^2000-10-11^^2000-10-12
2012,#MonteCarlo^^2011-07-01^^2011-07-02
2013,#TheLegendofBaggerVance^^2000-11-02^^2000-11-03
2014,#CrocodileDundeeinLosAngeles^^2001-04-12^^2001-04-13
2015,#SinCity:ADametoKillFor^^2014-08-20^^2014-08-21
2016,#MyMomisaCharacter3^^2019-12-26^^2019-12-27
2017,#DumbandDumberer:WhenHarryMetLloyd^^2003-04-14^^2003-04-15
2018,#50/50^^2011-09-30^^2011-10-01
2019,#TheGambler^^2014-12-25^^2014-12-26
2020,#TheGrudge2^^2006-10-13^^2006-10-14
2021,#FightingwithMyFamily^^2019-02-14^^2019-02-15
2022,#TheSisterhoodoftheTravelingPants^^2005-06-01^^2005-06-02
